355,8940,28453
356,8945,28550
357,8941,28461
358,8944,28438
359,8943,28401
360,8944,28593
361,8937,28505
362,8949,28529
363,8943,28591
364,8945,28476
365,8939,28450
366,8949,28712
367,8943,28550
368,8943,28463
369,8949,28439
370,8943,28587
371,8939,28388
372,8941,28407
373,8943,28686
374,8945,28484
375,8942,28438
376,8948,28303
377,8938,28480
378,8943,28533
379,8943,28396
380,8945,28584
381,8941,28320
382,8947,28556
383,7910,27261
384,8941,28446
385,8941,28441
386,8949,28466
387,8943,28448
388,7910,27428
389,8945,28555
390,8942,28519
391,8944,28409
392,8946,28554
393,8946,28472
394,8940,28490
395,8940,28329
396,8945,28587
397,8944,28534
398,8943,28493
399,8939,28369
